ID,y
399,80.535095
406,109.00205
408,109.00205
409,94.74412
410,80.3642
412,112.6554
413,89.61632
419,99.73125
420,105.38534
421,89.91071
430,105.73255
434,93.56338
436,95.102135
437,102.414474
438,90.7823
439,110.89029
440,101.33434
443,101.818054
446,95.18318
448,93.28033
452,94.38414
453,108.6366
457,99.47083
458,94.67278
459,114.13309
460,103.90899
462,103.972176
464,101.36536
465,117.27149
467,112.60406
471,106.942566
472,77.05119
473,105.485954
475,95.91627
480,102.3556
488,105.5917
490,108.91249
491,104.895706
492,83.29765
493,97.80343
497,93.57437
498,107.973656
499,94.45445
500,100.70311
501,94.94111
502,111.30354
506,87.608986
510,107.59028
511,90.83786
512,93.87142
516,93.91902
518,97.30553
519,112.6081
521,91.43342
522,111.7342
526,114.305145
529,108.82875
532,111.86686
533,94.965515
536,111.280685
537,95.16013
539,94.9511
540,105.410446
541,96.73172
543,93.815216
546,110.1003
547,98.399994
548,91.33602
551,94.96474
552,107.48264
556,101.182365
557,101.38825
558,106.66773
559,94.355804
560,105.6047
562,104.92795
566,98.29081
570,107.973656
571,102.414474
572,100.71432
573,93.59172
575,117.27149
576,109.07019
577,95.39176
579,90.68413
580,112.32939
581,108.85491
589,108.91249
591,101.80634
593,95.314644
594,105.86684
595,94.89739
598,95.00635
602,106.44639
604,111.58684
606,108.05927
608,102.16663
609,105.8469
610,96.71922
616,108.33306
617,94.66009
618,107.41871
620,107.1411
622,102.14683
623,89.128876
624,109.396774
626,112.23455
628,111.868126
629,97.08159
630,109.82532
637,91.67621
638,101.09613
643,105.648026
645,102.3556
646,111.76648
648,94.719925
652,99.39583
653,100.67948
654,107.973656
656,111.041985
657,104.54024
659,100.61147
660,109.53546
663,93.29093
664,110.26227
666,107.39659
668,105.00438
669,94.44906
671,94.97411
675,90.75766
677,96.65531
678,107.82756
679,103.69405
682,105.89812
685,107.44748
687,96.48954
688,94.70119
693,111.437874
696,98.60188
698,93.81562
701,101.01066
704,97.77809
705,117.10479
709,103.92515
710,98.79383
711,108.00742
712,99.17176
714,110.44549
715,90.70485
716,108.91249
717,94.54398
720,115.95908
721,94.11369
724,105.93841
725,95.25842
726,100.664566
728,110.531296
731,97.589386
734,111.22076
738,93.003525
745,105.58043
746,92.13468
751,78.46452
754,95.78382
756,98.67968
758,98.01993
759,109.15971
761,118.02181
766,99.47126
767,107.19909
768,89.18462
769,112.65494
770,97.792755
771,83.29765
772,107.83931
773,96.28694
774,103.5312
776,110.17845
777,104.74434
780,113.75884
782,105.34091
787,102.996925
788,94.9511
792,91.25428
793,114.29798
798,108.29312
800,91.942665
806,108.91249
809,110.99378
811,107.2324
812,96.31039
814,117.27149
816,107.46102
817,93.95401
818,108.3385
820,99.93921
823,94.96961
829,94.08289
830,112.43682
831,92.18722
834,110.11222
839,103.214066
841,83.56398
844,104.80049
845,94.892166
848,91.31749
850,116.37793
851,107.026115
852,97.098305
854,93.13583
855,104.88825
856,108.86409
859,102.08665
861,103.5312
864,92.945366
865,103.98712
866,92.113686
867,98.2822
869,96.47132
871,92.797585
872,108.91249
882,102.8033
883,93.56338
885,95.1542
888,98.50951
893,107.15639
901,108.16965
903,104.82617
904,93.21954
905,108.14476
910,100.017555
911,112.64479
914,110.66028
918,107.62291
921,92.34764
928,97.0072
929,108.89082
932,103.27782
933,96.00382
934,100.017555
935,109.17157
937,80.06669
939,94.35393
940,105.78528
941,99.379974
942,105.69558
943,92.79029
944,105.163246
947,108.91249
949,109.595894
951,102.15671
952,94.67897
953,104.82617
954,77.08001
957,110.225235
959,90.14764
960,110.68334
963,117.27149
965,108.91249
967,108.72482
971,94.69732
972,77.551926
973,91.94529
974,110.733604
975,99.468445
978,107.34787
980,97.15802
981,93.98185
984,110.153465
986,100.017555
988,89.18462
989,106.87098
990,106.37146
992,108.16965
996,103.55038
999,109.34664
1000,104.01488
1001,103.98712
1002,90.49208
1003,110.17845
1004,90.60975
1008,110.28878
1009,102.78476
1010,106.9763
1012,110.003334
1013,96.38203
1014,107.90043
1015,95.085884
1016,116.99162
1019,94.0108
1020,107.66334
1021,100.017555
1022,98.22521
1024,100.017555
1025,92.732155
1027,95.360275
1028,110.34928
1029,98.00479
1030,99.64505
1033,110.20317
1036,102.432724
1037,107.72341
1038,91.40323
1042,94.35393
1043,106.185165
1044,96.21297
1045,110.537895
1047,114.69912
1050,94.5832
1051,108.53252
1054,94.67278
1056,93.98185
1057,95.277275
1059,93.64278
1062,105.67691
1063,100.81058
1064,93.98185
1066,94.28115
1070,112.82782
1076,110.01273
1077,99.144295
1078,111.387505
1080,108.19068
1082,100.350365
1083,98.98113
1089,105.783806
1091,98.50951
1093,96.11454
1097,94.67781
1099,96.55216
1101,100.017555
1103,99.90702
1104,111.303444
1106,105.860664
1109,93.66482
1110,110.052246
1111,106.79284
1112,110.48351
1114,94.55543
1116,95.96792
1117,108.676895
1120,100.67697
1124,111.0034
1125,94.87494
1126,113.27424
1134,107.38423
1137,90.92291
1138,111.45568
1144,110.587204
1145,94.89739
1146,92.63664
1148,100.15006
1150,98.65663
1152,104.80049
1153,101.83922
1154,106.580376
1155,95.65258
1157,98.565605
1162,96.650116
1165,110.99422
1166,96.980125
1167,101.74688
1168,103.37348
1169,102.63247
1171,118.933464
1172,102.72024
1173,102.63247
1174,97.705345
1176,106.601654
1177,108.30695
1178,95.989204
1182,111.90814
1186,101.901924
1187,105.04676
1188,92.34835
1189,113.68055
1191,106.37961
1192,96.08058
1197,112.146736
1198,94.62629
1200,79.16814
1201,94.01178
1203,97.93098
1209,117.27149
1214,107.43314
1218,111.65579
1222,99.692955
1226,97.729416
1228,96.850784
1230,102.961876
1232,78.9799
1233,108.354675
1236,112.88012
1238,100.95148
1241,110.587204
1244,98.90172
1246,102.629715
1247,100.435684
1250,104.43276
1251,99.23416
1254,105.36563
1255,98.42401
1256,109.58944
1257,98.249306
1258,111.07607
1259,111.41218
1260,94.1188
1263,111.74781
1267,79.929634
1268,109.702576
1271,98.09522
1272,107.44451
1274,105.21981
1275,96.650116
1276,108.82064
1277,90.909164
1279,92.63664
1281,98.09791
1282,92.34835
1283,106.210335
1285,105.30921
1286,94.05902
1289,112.368416
1296,97.8814
1299,101.58742
1301,103.55038
1306,89.38803
1307,95.31479
1308,94.71725
1313,108.82064
1314,95.44463
1315,110.052246
1316,93.20188
1317,107.93057
1319,92.35315
1323,106.42863
1324,108.746346
1325,96.30483
1328,103.053055
1329,92.11086
1330,103.5312
1331,99.683655
1332,104.953156
1337,100.91366
1338,98.97557
1339,92.293816
1340,101.732414
1343,108.44799
1347,110.79194
1348,97.36272
1349,107.992935
1352,94.29531
1354,103.31557
1359,112.00309
1360,101.153694
1363,107.94916
1364,99.58886
1365,103.86316
1366,101.25608
1372,98.40604
1375,100.27965
1376,97.87992
1378,96.7913
1379,108.91137
1380,101.28994
1381,101.895065
1384,109.37564
1387,100.5257
1388,106.805885
1392,75.79103
1394,102.38109
1395,94.49003
1396,109.28072
1398,96.80658
1399,109.28072
1400,91.80581
1401,92.94193
1403,101.26384
1404,98.3423
1406,109.28072
1407,94.37136
1408,111.71074
1410,80.53394
1412,109.11334
1413,93.8021
1415,97.5105
1420,111.71074
1422,110.486115
1423,100.87653
1424,111.71074
1425,98.19751
1426,80.53394
1427,102.3928
1429,95.39346
1430,108.239876
1431,103.00057
1432,101.54332
1434,109.57555
1437,94.16027
1438,105.07547
1440,109.69135
1441,106.14342
1442,95.67369
1444,107.0879
1445,96.70998
1446,105.27775
1448,93.69119
1453,93.21879
1454,109.11334
1455,93.30298
1456,106.79935
1458,109.11334
1459,94.93431
1461,97.2802
1465,100.5257
1466,110.58391
1469,106.79945
1472,93.21879
1474,96.73455
1477,108.27661
1479,107.2999
1482,108.86891
1483,77.99248
1487,95.31736
1488,105.28896
1490,115.073296
1492,105.469826
1494,116.974754
1496,99.02404
1497,98.43514
1499,104.0109
1502,93.679855
1507,102.77775
1508,94.29531
1509,103.143936
1511,93.10442
1512,107.75813
1513,116.727356
1514,99.399734
1518,112.51602
1519,91.75298
1522,111.39755
1524,78.38784
1527,95.67369
1529,95.229576
1532,106.57866
1536,112.97869
1537,117.09167
1539,102.08072
1542,111.33956
1543,97.87992
1544,105.16722
1545,80.263176
1550,94.935165
1551,103.37974
1554,113.94507
1556,109.17899
1559,94.83961
1560,78.08717
1562,99.301765
1566,91.81676
1567,111.601295
1569,104.70156
1570,110.14233
1571,108.52986
1574,94.29531
1578,106.7445
1580,93.73454
1583,105.28518
1584,94.29531
1585,106.90666
1586,103.8176
1587,112.5183
1588,95.867546
1590,115.569954
1592,104.48753
1596,96.407616
1598,105.17649
1599,95.89449
1604,108.98768
1606,102.45175
1607,93.8021
1608,99.19813
1609,117.279434
1611,96.644226
1613,96.13137
1616,98.55214
1619,108.44839
1620,94.20856
1621,112.085144
1622,99.052345
1625,109.31204
1627,117.279434
1629,102.47854
1634,98.17974
1636,95.47982
1638,108.10831
1639,97.7849
1641,101.27669
1643,94.90159
1644,101.8375
1645,117.491
1646,105.59932
1647,112.26592
1648,95.892944
1652,93.73454
1653,113.55521
1656,95.6277
1658,95.89449
1659,108.55775
1661,102.21763
1663,93.8021
1664,105.0634
1665,95.60468
1666,109.17899
1667,100.43148
1668,79.08227
1669,101.89642
1670,95.19455
1672,112.76911
1674,104.477936
1677,105.28896
1678,92.64362
1679,111.1898
1680,101.80284
1683,110.29615
1686,104.220215
1687,110.33127
1689,106.43691
1690,96.96114
1691,115.81204
1692,113.601585
1693,94.29531
1695,96.4628
1696,93.21879
1697,108.563446
1700,109.17899
1701,97.4752
1702,112.5183
1703,92.428345
1704,105.37754
1706,95.4633
1707,109.22829
1708,97.04768
1710,93.05132
1711,106.13163
1713,101.44005
1717,109.52374
1719,106.7445
1720,96.67343
1722,95.5872
1725,104.64333
1726,96.473595
1727,101.366135
1729,105.5449
1730,91.260704
1731,107.22042
1733,109.17899
1734,94.72092
1735,110.486115
1738,96.13137
1742,103.006744
1745,104.477936
1747,95.64128
1749,100.45234
1751,97.45975
1752,77.95411
1753,103.42318
1754,96.042625
1755,94.68522
1756,102.01547
1758,106.45261
1759,92.87098
1760,106.42342
1761,108.17583
1762,92.310905
1763,105.934616
1764,108.83806
1766,102.041756
1768,93.08166
1769,80.46261
1771,107.12599
1772,97.85261
1773,109.12794
1774,99.0774
1775,108.33896
1777,111.43407
1779,92.87098
1780,106.49977
1787,92.428345
1788,95.34749
1790,95.80331
1796,112.70837
1801,91.15478
1803,94.147545
1807,112.08983
1809,106.34029
1812,97.97792
1813,108.81898
1814,102.021576
1815,109.93029
1816,96.07849
1818,93.374596
1820,92.5783
1821,115.701065
1822,95.48358
1825,96.62642
1826,106.93153
1828,96.12945
1831,103.72043
1836,101.246254
1837,95.72171
1841,96.73455
1844,103.64944
1848,91.58923
1851,102.08072
1852,93.961845
1853,94.351776
1854,97.853096
1856,103.435394
1859,106.34029
1860,97.98435
1861,78.237564
1863,110.09506
1865,96.893425
1866,104.40572
1867,95.55583
1868,92.91841
1872,95.84959
1879,97.68856
1880,107.08213
1882,97.68118
1885,110.21954
1887,104.55417
1888,95.0937
1890,103.85813
1894,96.754105
1895,103.23617
1896,93.6077
1897,109.05989
1900,109.66669
1901,94.83961
1902,106.512726
1905,99.30625
1906,108.3419
1912,106.54679
1915,96.36234
1916,107.397865
1917,93.78867
1918,104.61331
1920,78.56605
1923,100.72519
1924,103.075516
1925,96.473595
1930,117.279434
1932,112.733025
1933,111.354744
1934,110.16517
1935,94.68185
1940,80.53394
1941,97.36973
1942,115.032135
1943,103.38743
1944,92.96824
1945,101.90738
1948,117.09167
1949,92.57912
1952,99.740234
1954,94.238
1955,116.281075
1958,96.42072
1959,84.083626
1960,105.934616
1963,96.26552
1965,103.237564
1968,103.1616
1969,99.58886
1971,96.3621
1972,111.23117
1973,93.13195
1975,91.81476
1977,101.51859
1978,96.597084
1979,108.98371
1981,92.678925
1982,110.10245
1987,110.7706
1988,91.81676
1993,103.84612
1997,93.03783
1999,96.09407
2001,96.07406
2002,115.44766
2003,100.692795
2004,78.18206
2006,111.39554
2007,94.099754
2009,106.5313
2010,93.7707
2013,102.44278
2018,78.89095
2022,98.76777
2024,106.52413
2025,97.35194
2026,104.5685
2030,106.16932
2031,95.68823
2032,106.54679
2033,96.353676
2035,99.10365
2036,113.125465
2037,94.369385
2040,95.5869
2043,108.76404
2044,130.124
2046,106.48343
2054,109.49196
2055,95.32117
2056,106.49977
2059,94.776505
2060,94.83961
2062,92.56929
2063,108.64119
2066,96.754105
2067,115.76866
2072,100.56593
2073,107.21558
2074,109.066086
2075,100.25702
2076,96.56125
2080,96.23191
2082,94.83961
2085,99.85221
2087,107.68546
2091,107.69413
2092,96.10824
2093,106.49977
2098,100.71248
2101,105.934616
2102,93.21858
2103,80.53394
2105,104.14832
2106,93.29313
2107,100.98451
2110,96.97474
2114,98.77404
2115,113.0101
2117,87.16975
2118,96.42255
2119,105.92388
2120,96.4289
2122,103.06135
2123,112.85383
2126,94.666145
2127,107.310555
2128,97.70012
2129,109.17511
2132,110.3817
2135,105.69541
2138,103.36029
2139,117.279434
2141,111.195366
2142,94.8794
2146,97.430466
2151,110.42683
2157,105.5574
2159,100.76074
2162,92.81782
2164,116.98753
2167,95.18663
2168,110.38598
2171,98.081345
2173,95.41406
2174,104.6521
2175,95.60839
2178,93.96294
2180,96.475235
2185,110.93298
2189,94.10366
2190,112.20895
2192,103.138145
2194,112.70131
2200,104.55396
2201,98.562874
2203,108.61137
2204,97.29734
2205,110.19932
2209,109.98397
2213,103.28964
2214,94.0616
2215,108.51248
2216,98.619545
2218,94.70532
2219,110.08694
2220,101.61296
2222,96.76062
2223,104.57434
2225,109.93345
2226,94.87769
2230,100.88052
2233,112.073906
2234,106.914894
2235,97.29734
2236,77.186
2237,92.498
2240,116.29653
2241,95.666306
2248,104.36691
2249,96.49006
2250,101.23253
2252,110.51036
2253,99.78078
2254,111.28696
2256,79.513565
2258,94.519516
2259,101.479034
2262,96.81142
2265,94.174904
2266,103.890114
2269,99.588875
2271,103.92209
2273,94.93155
2274,108.90814
2275,98.33727
2277,98.39849
2279,97.29734
2280,76.97817
2282,96.475235
2283,102.325485
2288,96.37551
2289,106.79481
2291,96.09605
2292,117.7423
2297,109.180725
2298,106.035446
2299,98.58171
2300,111.40101
2301,92.74347
2304,94.075424
2305,101.473206
2306,96.81142
2308,94.347824
2309,100.76527
2311,104.69851
2312,100.090614
2316,103.30296
2321,103.99582
2322,106.53434
2325,106.24435
2326,93.6515
2329,117.7423
2330,98.92051
2331,101.480446
2332,111.08445
2333,96.81142
2334,104.32457
2335,110.692154
2337,105.50542
2338,105.70578
2340,111.08445
2342,95.188805
2345,92.75954
2349,94.99216
2351,78.38072
2352,95.44524
2354,109.273415
2355,112.46848
2357,109.93345
2358,96.32523
2360,95.129715
2361,109.273415
2364,95.56259
2366,98.98402
2369,98.70324
2370,95.28515
2371,111.612686
2373,102.25678
2374,105.25959
2376,112.482925
2378,107.03878
2382,103.487114
2383,93.58301
2386,107.69807
2387,99.93193
2389,98.34086
2390,104.74324
2392,93.91054
2398,111.08445
2399,94.65287
2400,99.10816
2401,110.05731
2402,96.51437
2404,99.583984
2407,99.969444
2408,100.55857
2409,104.8968
2412,86.29318
2413,101.77178
2415,94.4919
2420,101.60599
2422,99.561485
2423,103.47366
2426,93.83285
2432,98.72483
2434,92.28156
2435,95.724686
2436,109.32351
2438,106.17047
2440,106.065636
2443,101.080826
2444,91.6717
2447,104.36691
2450,94.75359
2454,104.08123
2455,108.47427
2459,96.81142
2460,102.65033
2463,97.112724
2465,94.488976
2468,80.53394
2469,96.74515
2474,95.16957
2478,95.46216
2480,90.636604
2481,116.29653
2489,96.475235
2490,101.482124
2492,94.68185
2496,96.81142
2497,99.97841
2500,95.65704
2505,95.64421
2507,99.50663
2508,110.19932
2509,95.04647
2510,77.3547
2513,91.28361
2515,96.475235
2518,93.58301
2519,103.992096
2520,93.58301
2521,107.69195
2523,100.78423
2525,96.562126
2529,110.19932
2530,96.84064
2533,105.02578
2535,92.30619
2538,99.56836
2544,106.69228
2553,110.651405
2556,94.02985
2558,92.58601
2559,111.46909
2560,94.493004
2561,108.7929
2562,97.65848
2563,107.12426
2564,91.18565
2565,112.69973
2567,99.572716
2572,94.41421
2575,97.25016
2576,113.181984
2577,97.18024
2578,97.69275
2579,108.89872
2580,93.66727
2582,103.45443
2583,92.93185
2587,90.97215
2589,109.21744
2590,96.52268
2591,110.19932
2594,97.70178
2597,96.67746
2598,104.98692
2599,95.61031
2600,99.72274
2602,115.30714
2603,94.41421
2604,97.38294
2606,99.93559
2607,77.95411
2608,100.477745
2613,110.19932
2614,101.95703
2615,111.27327
2617,109.001526
2620,100.91806
2623,107.79498
2624,99.02164
2627,110.19932
2629,77.95411
2630,94.94824
2632,102.100006
2636,95.94448
2639,105.39322
2640,108.599495
2642,110.19932
2644,107.084694
2646,99.76029
2647,97.37865
2649,93.86903
2650,102.8448
2652,108.3271
2653,97.671364
2655,101.52813
2657,111.62221
2659,107.463875
2662,93.41663
2663,116.29653
2664,96.02747
2665,102.244225
2670,98.61356
2671,108.210846
2672,91.04137
2675,108.3271
2677,109.61011
2679,99.48276
2683,108.248886
2684,97.555214
2685,104.92793
2688,107.99135
2689,103.62186
2690,102.969864
2693,103.31263
2694,107.902596
2697,103.983246
2699,95.90537
2703,95.34366
2705,107.118576
2709,84.154655
2710,95.21035
2711,108.382614
2712,97.14737
2713,97.9677
2714,109.23042
2715,97.79089
2717,93.93009
2718,110.682205
2720,107.38749
2721,96.73946
2726,102.153915
2728,91.80366
2731,103.889275
2732,109.83587
2734,95.86848
2736,103.31511
2737,96.40419
2738,104.50105
2739,100.685745
2746,94.841095
2749,105.71855
2751,117.67257
2752,101.6945
2753,97.38106
2757,101.84411
2758,95.70224
2759,109.19333
2760,104.58541
2762,110.5548
2764,93.48154
2765,108.44061
2769,106.90443
2771,105.86662
2774,94.21564
2776,93.39216
2777,99.44686
2778,95.696625
2779,105.937805
2782,91.439766
2784,94.306656
2787,94.737885
2789,97.060616
2792,97.1366
2798,95.6465
2799,101.461975
2800,96.416115
2801,77.61116
2802,94.67259
2804,97.4442
2807,103.86316
2808,99.96054
2809,100.964264
2811,117.22367
2812,95.5406
2814,93.857956
2816,99.131
2817,109.07851
2818,99.60441
2820,101.89194
2821,84.15487
2822,97.63385
2823,110.432686
2824,96.576775
2826,98.45389
2829,96.49734
2834,96.6614
2835,79.30919
2838,94.53452
2839,108.31826
2840,92.320984
2841,105.474976
2842,96.81142
2846,113.17491
2848,100.68457
2849,94.09619
2850,109.23042
2851,93.0321
2853,95.64455
2854,110.19932
2858,101.56535
2861,103.66888
2864,94.68185
2865,116.29653
2866,103.31285
2867,92.34672
2868,113.70124
2870,108.111046
2877,103.104645
2878,110.19932
2880,112.73192
2882,78.01541
2883,97.83648
2884,104.107025
2885,97.638954
2887,96.475235
2888,108.66373
2889,91.841095
2890,105.27775
2891,103.65497
2892,117.200516
2893,93.785324
2898,107.18712
2899,98.17502
2900,109.287895
2901,93.52812
2909,105.2441
2910,111.543106
2911,118.09363
2913,97.493614
2914,104.57115
2918,97.90996
2919,108.123604
2920,92.623116
2921,110.19932
2922,100.049034
2923,101.46632
2925,103.042114
2926,93.66727
2927,110.132904
2929,113.25836
2933,95.447296
2934,106.49433
2936,101.44495
2941,97.558205
2942,96.55536
2943,109.06766
2945,102.56876
2950,95.451035
2951,108.09707
2953,106.75161
2954,100.216576
2955,106.419975
2956,100.83581
2960,105.08867
2962,97.141106
2963,104.268234
2964,106.12139
2966,76.97817
2967,96.057625
2968,97.6622
2969,91.57523
2971,92.39289
2972,108.36621
2974,95.35037
2975,106.81343
2977,116.974754
2980,108.29409
2981,89.67441
2983,98.8354
2984,99.603035
2985,117.7423
2986,96.96117
2987,108.36621
2989,97.20373
2990,107.6942
2991,115.071915
2992,80.46261
2995,103.983246
2996,98.638466
3002,110.73513
3004,108.50938
3005,118.3091
3006,95.802155
3010,98.55092
3011,104.277885
3014,93.66727
3015,95.38296
3016,94.11071
3017,100.31819
3018,94.14088
3021,103.26168
3024,104.98692
3028,97.2839
3030,95.14216
3032,93.848915
3039,95.07965
3040,103.776825
3041,98.321434
3043,109.284424
3044,113.297165
3046,105.46338
3055,96.115585
3056,109.29099
3058,93.38954
3059,106.769165
3061,117.09167
3063,105.816536
3066,95.05329
3067,104.98692
3068,77.49778
3069,96.73946
3072,116.70746
3073,112.733734
3074,95.827934
3077,97.05208
3082,101.2289
3084,103.983246
3085,102.348015
3088,107.084694
3091,96.740616
3092,111.68385
3093,99.77345
3094,103.889275
3096,110.16517
3097,91.2214
3098,78.51622
3102,116.95154
3106,93.303894
3109,95.56969
3111,94.439415
3112,118.3091
3113,97.11865
3115,100.56593
3116,105.78876
3117,97.49624
3121,103.628105
3122,94.83708
3123,95.59973
3124,101.39079
3125,94.11071
3126,100.47459
3127,115.81204
3129,92.97774
3130,114.075066
3132,106.33836
3134,107.89031
3135,104.87309
3137,76.33507
3138,120.42847
3140,106.41868
3144,105.40533
3145,104.76104
3146,111.27327
3147,95.1209
3148,103.62444
3149,105.81027
3150,111.70504
3151,96.70616
3152,96.3686
3155,101.4274
3156,109.23042
3159,92.88159
3161,98.96868
3162,107.59251
3163,96.15419
3165,102.3644
3172,103.26135
3173,99.232056
3176,92.31557
3177,107.197075
3179,106.81343
3183,93.60941
3186,95.06933
3187,98.57677
3189,106.32406
3190,97.40885
3192,115.81204
3193,103.26135
3194,112.841515
3197,95.86142
3198,96.41419
3200,101.33996
3201,118.24239
3202,96.41419
3204,95.64421
3205,93.019966
3206,105.15761
3208,104.53676
3210,103.128784
3211,100.19127
3212,117.09167
3213,97.90181
3214,105.07511
3216,105.27775
3219,93.80612
3220,110.725876
3221,97.11865
3226,108.10697
3227,105.86485
3228,98.31608
3229,98.52681
3232,80.53394
3233,94.47564
3234,96.397316
3236,98.83375
3238,110.666504
3239,109.55508
3240,93.32895
3247,109.07048
3249,104.887825
3252,110.08193
3253,98.4149
3254,104.901276
3255,99.39126
3256,109.657196
3257,95.307655
3262,104.12539
3263,108.3271
3264,100.83581
3266,112.44582
3267,101.310165
3269,98.04288
3272,117.7423
3274,95.86142
3275,105.387695
3277,101.87394
3279,99.22453
3280,107.09759
3283,95.35667
3285,96.475235
3287,103.37973
3288,104.98692
3290,100.14188
3291,92.45102
3298,108.29846
3299,95.86157
3302,106.841064
3303,94.50292
3304,104.16688
3307,94.55617
3309,98.3777
3314,77.032425
3316,111.15285
3317,98.020096
3319,96.055214
3320,108.10547
3321,95.482475
3322,103.05182
3324,92.69188
3326,94.97775
3329,100.35436
3330,91.18565
3331,111.39554
3335,117.200516
3337,96.6101
3338,98.82835
3339,98.12413
3340,111.63536
3341,96.686035
3343,94.14184
3346,92.72035
3348,92.67844
3351,104.98692
3352,118.02068
3355,91.98837
3356,110.5099
3358,105.00329
3359,93.6603
3360,101.701454
3371,96.57736
3372,96.03286
3374,96.852806
3377,107.72846
3378,92.2806
3380,107.06285
3382,100.7929
3386,96.968506
3389,102.07135
3391,106.35298
3393,96.56886
3394,106.96137
3395,93.71926
3397,110.19932
3398,103.12493
3399,82.81914
3400,95.414536
3404,104.87636
3407,111.01813
3409,101.32911
3419,101.707
3421,98.27152
3425,94.77555
3427,80.738396
3428,117.7423
3429,107.817116
3431,95.974976
3435,93.722336
3436,109.14552
3439,97.45997
3441,101.123505
3442,117.7423
3443,102.425735
3444,105.258095
3445,94.12395
3446,106.280754
3449,94.83961
3453,97.21384
3457,101.34972
3460,103.31511
3461,105.7459
3462,93.2761
3464,105.816536
3465,77.49778
3466,96.78984
3467,104.73692
3468,97.268295
3469,102.77193
3470,95.164444
3472,110.19932
3473,99.430756
3475,94.362335
3476,108.97792
3478,106.51763
3479,94.69981
3483,95.21529
3484,107.46217
3485,101.31194
3487,94.57203
3488,108.40964
3496,111.36994
3497,100.071495
3499,103.00057
3500,77.05794
3501,97.42824
3504,93.16146
3508,101.67554
3511,95.704895
3512,109.077644
3515,92.32383
3517,95.579796
3518,96.61473
3526,108.054855
3528,113.43733
3529,99.75837
3530,116.20931
3531,92.44731
3532,104.28017
3533,96.1162
3534,95.13234
3535,77.51772
3536,99.225624
3537,111.09816
3538,92.503914
3539,102.57162
3540,102.98914
3545,107.36118
3546,92.19954
3550,107.60863
3551,103.9255
3553,96.458405
3554,103.31511
3557,92.498
3558,109.07917
3559,94.83961
3561,92.54703
3562,110.19932
3563,96.35903
3564,104.98692
3565,94.12395
3567,94.594505
3571,104.98692
3572,97.755936
3574,109.92281
3576,96.13849
3577,106.5171
3578,95.319435
3579,94.359604
3583,95.305374
3585,103.60411
3586,106.1957
3587,112.67299
3593,94.15191
3594,104.2239
3595,95.1467
3599,95.84141
3600,105.85195
3601,110.19932
3602,94.83961
3604,99.099106
3609,118.18524
3610,106.60372
